Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1510	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1511	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1512	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1513	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas_butyriciproducens(KC311367)
ASV_1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1516	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1517	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_1518	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_coprostanoligenes(HM037995)
ASV_1519	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1520	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_1522	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1523	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1524	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1525	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1526	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1527	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter_sp.(JF750939)
ASV_1528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis(AJ515913)
ASV_1529	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1530	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_1531	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1532	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1533	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1534	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1535	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	NA
ASV_1536	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1537	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
ASV_1538	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Neglecta_timonensis(NR_144736.1)
ASV_1539	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1540	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1541	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1542	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_massilioanorexius(NR_125629.1)
ASV_1543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1544	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
ASV_1545	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	NA
ASV_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1547	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
ASV_1548	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1549	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1550	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1551	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1553	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1554	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1555	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1556	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus_comes(EF031542)
ASV_1557	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	NA
ASV_1558	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1559	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1561	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1562	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1564	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	NA
ASV_1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1566	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1567	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1568	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1569	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1570	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1571	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1574	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1575	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1576	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Muribaculum_intestinale(NR_144616.1)
ASV_1578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1579	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_vadensis(AY049713)
ASV_1580	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	Anaeroplasma_abactoclasticum(M25050)
ASV_1581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1582	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1585	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1586	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1587	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1588	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1589	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1590	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1591	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1592	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
ASV_1593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Colidextribacter_massiliensis(NR_147375.1)
ASV_1595	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter_sp.(JF750939)
ASV_1596	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1597	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1598	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
ASV_1599	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1600	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1601	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1603	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1604	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1605	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb	Clostridium_lactatifermentans(AY033434)
ASV_1606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Neglecta_timonensis(NR_144736.1)
ASV_1607	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1608	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_secunda(AB491209)
ASV_1609	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1610	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1611	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
ASV_1612	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1613	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_barnesiae(AB253726)
ASV_1614	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea_formicigenerans(L34619)
ASV_1615	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1616	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Anaeromassilibacillus_senegalensis(NR_144727.1)
ASV_1617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1619	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter	Papillibacter_cinnamivorans(AF167711)
ASV_1620	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1621	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1622	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1623	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_coprostanoligenes(HM037995)
ASV_1624	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1625	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1626	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1627	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_1628	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1629	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_coprostanoligenes(HM037995)
ASV_1630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1631	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1633	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1634	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Pseudoflavonifractor_phocaeensis(NR_147370.1)
ASV_1636	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1637	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1638	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1639	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_1640	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1641	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
ASV_1642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1643	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_1644	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1645	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1646	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor_plautii(AY724678)
ASV_1647	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Muribaculum_intestinale(NR_144616.1)
ASV_1648	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1649	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1650	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	Acetitomaculum_ruminis(M59083)
ASV_1651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1653	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1654	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1655	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1656	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1657	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
ASV_1658	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1659	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1661	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1662	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1663	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Clostridium_methylpentosum(Y18181)
ASV_1664	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_bromii(L76600)
ASV_1665	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1666	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1667	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter_sp.(JF750939)
ASV_1668	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	NA	NA
ASV_1669	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1670	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor_capillosus(AY136666)
ASV_1671	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1672	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1673	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1674	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1675	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_1676	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1677	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1678	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_1679	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1680	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1681	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas_butyriciproducens(KC311367)
ASV_1682	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_1683	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1684	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	NA
ASV_1685	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	NA
ASV_1686	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1687	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter_laneus(AB490805)
ASV_1688	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1689	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1691	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1692	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1693	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1694	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_1695	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Muribaculum_intestinale(NR_144616.1)
ASV_1696	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium_minutum(AM490846)
ASV_1697	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	NA	NA	NA
ASV_1698	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1699	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1700	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1701	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1702	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV_1703	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_1704	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1706	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1707	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1708	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_1709	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1710	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	NA
ASV_1711	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Mediterranea_massiliensis(NR_144747.1)
ASV_1712	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_vadensis(AY049713)
ASV_1713	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1714	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1715	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides	NA
ASV_1716	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_oralis(AY323522)
ASV_1717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1719	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1720	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1721	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_1722	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_1723	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1724	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1725	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1726	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1727	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1728	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1729	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1730	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1731	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_1732	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_1733	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1734	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	NA	NA	NA
ASV_1735	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1736	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1737	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis(AJ515913)
ASV_1739	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Muribaculum_intestinale(NR_144616.1)
ASV_1740	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_1741	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
ASV_1742	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1743	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
ASV_1744	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1745	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caecigallinarum(NR_145844.1)
ASV_1746	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1747	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1748	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA
ASV_1749	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1750	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
ASV_1751	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor_capillosus(AY136666)
ASV_1752	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1753	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1754	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	NA
ASV_1756	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter_laneus(AB490805)
ASV_1757	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1758	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1759	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1760	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1761	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1762	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1763	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV_1764	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1765	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
ASV_1766	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
ASV_1767	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1768	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1769	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1770	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_1771	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
